title,author,price,pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,dimensions,weight,language,publisher,publisher_cleaned,release_date,ISBN_13
"The Data Revolution: A Critical Analysis of Big Data, Open Data and Data Infrastructures",Rob Kitchin,42,376,5,3,100%,0%,0%,0%,0%,6.69 x 0.85 x 9.53 inches,1.46 pounds,English,"SAGE Publications Ltd; Second edition (May 31, 2022)",SAGE Publications Ltd; Second edition,"May 31, 2022",978-1529733754
Bioinformatics Data Skills: Reproducible and Robust Research with Open Source Tools,Vince Buffalo,45.99,536,4.6,116,74%,17%,5%,3%,1%,7 x 1.09 x 9.19 inches,1.9 pounds,English,"O'Reilly Media; 1st edition (August 18, 2015)",O'Reilly Media; 1st edition,"August 18, 2015",978-1449367374
Be Data Literate: The Data Literacy Skills Everyone Needs To Succeed,Jordan Morrow,15.99,240,4.3,107,63%,19%,4%,10%,4%,6.1 x 0.98 x 9.25 inches,13.1 ounces,English,"Kogan Page; 1st edition (March 30, 2021)",Kogan Page; 1st edition,"March 30, 2021",978-1789668018
Microsoft Office 365 for Beginners 2023: [10 in 1] The All-in-One Guide to Mastering the Whole Suite from Excel to Access | Take Full Advantage of Their Potential Even as a Non-Tech-Savvy,Jeff Owen,20.97,201,4.9,268,90%,9%,1%,1%,0%,8 x 0.47 x 10 inches,1.01 pounds,English,"Independently published (October 23, 2022)",Independently published,"October 23, 2022",979-8359747660
Cloud Scale Analytics with Azure Data Services: Build modern data warehouses on Microsoft Azure,Patrik Borosch,57.99,520,4.8,7,78%,22%,0%,0%,0%,7.5 x 1.18 x 9.25 inches,1.95 pounds,English,"Packt Publishing (July 23, 2021)",Packt Publishing,"July 23, 2021",978-1800562936
"Excel 2023: The Most Updated Bible to Master Microsoft Excel from Zero To Pro in Less than 5 Minutes A Day. Discover All the Formulas, Functions & Charts with Step-by-Step Tutorials, Tips & Tricks",Andrew J. Nash,16.99,201,4.9,418,94%,4%,1%,1%,0%,8.5 x 0.46 x 11 inches,1.28 pounds,English,"Independently published (October 18, 2022)",Independently published,"October 18, 2022",979-8358890916
"PYTHON: Learn Coding Programs with Python Programming and Master Data Analysis & Analytics, Data Science and Machine Learning with the Complete Crash Course for Beginners - 5 Manuscripts in 1 Book",TechExp Academy,24.9,400,4.1,273,60%,15%,12%,5%,8%,8 x 0.91 x 10 inches,1.9 pounds,English,"Independently published (December 24, 2021)",Independently published,"December 24, 2021",979-8789894958
Data Structures & Algorithm Analysis in C++,Mark Weiss,193.32,664,4.2,93,63%,15%,11%,3%,8%,1.1 x 7.5 x 9.2 inches,2.54 pounds,English,"Pearson; 4th edition (June 13, 2013)",Pearson; 4th edition,"June 13, 2013",978-0132847377
"A Common-Sense Guide to Data Structures and Algorithms, Second Edition: Level Up Your Core Programming Skills",Jay Wengrow,39.99,508,4.7,570,81%,14%,3%,1%,1%,7.5 x 1.25 x 9.25 inches,2.08 pounds,English,"Pragmatic Bookshelf; 2nd edition (September 15, 2020)",Pragmatic Bookshelf; 2nd edition,"September 15, 2020",978-1680507225
System Design Interview: The Ultimate Guide to Master All the Fundamentals of System Design & to Get Ready for the Interview | Including More Than 30 Questions & Case Studies to Practice,Liam DeSantis,23.99,114,4.9,254,93%,7%,0%,0%,0%,7 x 0.26 x 10 inches,9.9 ounces,English,"Independently published (November 30, 2022)",Independently published,"November 30, 2022",979-8366393140
Designing Cloud Data Platforms,"Danil Zburivsky, Lynda Partner",65.11,336,4.6,28,69%,26%,5%,0%,0%,7.38 x 0.6 x 9.25 inches,1.32 pounds,English,"Manning (April 20, 2021)",Manning,"April 20, 2021",978-1617296444
"Statistics, Data Analysis, and Decision Modeling",James Evans,250.63,552,4.1,82,66%,7%,11%,6%,10%,8.1 x 1.2 x 9.9 inches,2.38 pounds,English,"Pearson; 5th edition (January 18, 2012)",Pearson; 5th edition,"January 18, 2012",978-0132744287
Learn Microsoft PowerApps: Build customized business applications without writing any code,Matthew Weston,39.89,560,4.1,169,54%,24%,10%,4%,8%,7.5 x 1.27 x 9.25 inches,2.09 pounds,English,"Packt Publishing (November 29, 2019)",Packt Publishing,"November 29, 2019",978-1789805826
Excel 2022: The Ultimate all-in-one crash course for beginners to master Everything of Excel 2022. The Step-by-Step Advanced skills workbook on how to create & manipulate Power Excel Formulas & Grids,Robert J Green,16.97,138,4.3,91,69%,11%,11%,3%,6%,6 x 0.32 x 9 inches,6.7 ounces,English,"Independently published (February 16, 2022)",Independently published,"February 16, 2022",979-8418330888
Humanities Data Analysis: Case Studies with Python,"Folgert Karsdorp, Mike Kestemont, Allen Riddell",19.31,360,5,5,100%,0%,0%,0%,0%,7.3 x 1 x 10.1 inches,2.6 pounds,English,"Princeton University Press (January 12, 2021)",Princeton University Press,"January 12, 2021",978-0691172361
"Excel 2023: The Easiest Way to Master Microsoft Excel in 7 Days. 200 Clear Illustrations and 100+ Exercises in This Step-by-Step Guide Designed for Absolute Newbie. Discover Formula, Charts and More",Leonard Webb,14.99,159,5,335,99%,1%,0%,0%,0%,8 x 0.36 x 10 inches,14.9 ounces,English,"Independently published (October 28, 2022)",Independently published,"October 28, 2022",979-8360854005
Crime Analysis with Crime Mapping,Rachel Boba Santos,94.84,504,4.6,3,62%,38%,0%,0%,0%,7 x 1.14 x 10 inches,1.81 pounds,English,"SAGE Publications, Inc; Fifth edition (February 22, 2022)","SAGE Publications, Inc; Fifth edition","February 22, 2022",978-1071831403
Geographical Data Science and Spatial Data Analysis: An Introduction in R (Spatial Analytics and GIS),"Lex Comber, Chris Brunsdon",53.99,360,4.6,9,64%,36%,0%,0%,0%,6.69 x 0.75 x 9.61 inches,1.48 pounds,English,"SAGE Publications Ltd; 1st edition (February 4, 2021)",SAGE Publications Ltd; 1st edition,"February 4, 2021",978-1526449368
Applied Longitudinal Data Analysis: Modeling Change and Event Occurrence,"Judith D. Singer, John B. Willett",80.11,644,4.5,55,79%,7%,4%,6%,4%,9.54 x 6.46 x 1.41 inches,2.39 pounds,English,"Oxford University Press; 1st edition (March 27, 2003)",Oxford University Press; 1st edition,"March 27, 2003",978-0195152968
Python and R for the Modern Data Scientist: The Best of Both Worlds,"Rick J. Scavetta, Boyan Angelov",39.49,198,4,18,55%,13%,16%,8%,8%,7 x 0.5 x 9 inches,11.4 ounces,English,"O'Reilly Media; 1st edition (July 13, 2021)",O'Reilly Media; 1st edition,"July 13, 2021",978-1492093404
The Data Lakehouse Architecture,"Bill Inmon, Ranjeet Srivastava",49.95,162,3,1,100%,0%,0%,0%,0%,6 x 0.37 x 9 inches,8 ounces,English,"Technics Publications (November 7, 2022)",Technics Publications,"November 7, 2022",978-1634622783
Econometric Analysis of Panel Data (Springer Texts in Business and Economics),Badi H. Baltagi,47.85,444,4.7,7,68%,32%,0%,0%,0%,6.14 x 1 x 9.21 inches,1.83 pounds,English,"Springer; 6th ed. 2021 edition (March 16, 2021)",Springer; 6th ed. 2021 edition,"March 16, 2021",978-3030539528
Artificial Intelligence in Finance: A Python-Based Guide,Yves Hilpisch,45.99,478,4.4,44,70%,15%,3%,6%,6%,7 x 0.96 x 9.19 inches,1.66 pounds,English,"O'Reilly Media; 1st edition (November 3, 2020)",O'Reilly Media; 1st edition,"November 3, 2020",978-1492055433
Graph Data Processing with Cypher: A practical guide to building graph traversal queries using the Cypher syntax on Neo4j,Ravindranatha Anthapu,44.99,332,4.4,14,60%,18%,21%,0%,0%,7.5 x 0.75 x 9.25 inches,1.26 pounds,English,"Packt Publishing (December 16, 2022)",Packt Publishing,"December 16, 2022",978-1804611074
"Excel: The Complete Illustrative Guide for Beginners to Learning any Fundamental, Formula, Function and Chart in Less than 5 Minutes with Simple and Real-Life Examples",Nigel Tillery,18.86,119,4.4,298,66%,20%,10%,3%,2%,8.5 x 0.27 x 11 inches,11.3 ounces,English,"Independently published (May 23, 2022)",Independently published,"May 23, 2022",979-8824373264
Topological Data Analysis for Genomics and Evolution: Topology in Biology,"Raul Rabadan, Andrew J. Blumberg",44.99,324,4.6,33,76%,14%,5%,5%,0%,7 x 1.25 x 10 inches,2.47 pounds,English,"Cambridge University Press; 1st edition (January 16, 2020)",Cambridge University Press; 1st edition,"January 16, 2020",978-1107159549
"Mathletics: How Gamblers, Managers, and Fans Use Mathematics in Sports, Second Edition","Wayne L. Winston, Scott Nestler, Konstantinos Pelechrinis",18.99,608,4.7,29,80%,11%,4%,4%,0%,6.25 x 1 x 9.25 inches,1.9 pounds,English,"Princeton University Press; 2nd edition (February 22, 2022)",Princeton University Press; 2nd edition,"February 22, 2022",978-0691177625
Everything Data Analytics-A Beginner's Guide to Data Literacy: Understanding the Processes That Turn Data Into Insights (All Things Data),Elizabeth Clarke,14.49,150,4.2,31,61%,16%,14%,4%,5%,5.5 x 0.38 x 8.5 inches,7 ounces,English,"Kenneth Michael Fornari (May 24, 2022)",Kenneth Michael Fornari,"May 24, 2022",978-1777967130
Data Analysis for Continuous School Improvement: For Continuous School Improvement,Victoria L. Bernhardt,46.06,426,4.6,248,74%,14%,9%,2%,2%,8.46 x 0.96 x 10.98 inches,2.54 pounds,English,"Routledge; 4th edition (August 8, 2017)",Routledge; 4th edition,"August 8, 2017",978-1138294622
An Introduction to Statistical Methods and Data Analysis,"R. Lyman Ott, Micheal T. Longnecker",154.94,1296,4.2,165,62%,17%,6%,7%,8%,10 x 2 x 12 inches,5.1 pounds,English,"Cengage Learning; 7th edition (June 11, 2015)",Cengage Learning; 7th edition,"June 11, 2015",978-1305269477
Excel Formulas (Quick Study Computer),Inc. BarCharts,5.95,6,4.6,"2,451",73%,15%,8%,2%,2%,8.5 x 11 x 0.06 inches,2.4 ounces,English,"QuickStudy; Lam Rfc Cr edition (December 31, 2013)",QuickStudy; Lam Rfc Cr edition,"December 31, 2013",978-1423221692
Hands-On Healthcare Data: Taming the Complexity of Real-World Data,Andrew Nguyen,57.28,242,5,1,100%,0%,0%,0%,0%,6.8 x 0.6 x 9.1 inches,14.1 ounces,English,"O'Reilly Media; 1st edition (September 20, 2022)",O'Reilly Media; 1st edition,"September 20, 2022",978-1098112929
Qualitative Data Analysis with ATLAS.ti,Susanne Friese,49.99,344,4.7,33,83%,8%,5%,4%,0%,6.69 x 0.78 x 9.53 inches,1.3 pounds,English,"SAGE Publications Ltd; Third edition (April 22, 2019)",SAGE Publications Ltd; Third edition,"April 22, 2019",978-1526458926
Excel 2023: How to Become a Master of Microsoft Excel in Less Than 7 Minutes a Day with the Most Updated Guide (Step-By-Step Tutorial) + Bonus: The 10 Most Essential Formulas Requested by any Company,Ken Shepard,17.9,201,4.9,180,92%,6%,2%,0%,0%,6 x 0.46 x 9 inches,10.5 ounces,English,"Independently published (October 12, 2022)",Independently published,"October 12, 2022",979-8357759511
Excel 2022: The Ultimate Guide for Beginners to Master Excel Functions and Formulas in Less than 5 Minutes with the Latest Step-by-Step Tutorials and Practical Examples. Includes Tips and Tricks,Barry Adams,17.95,149,4.3,104,60%,20%,14%,2%,3%,6 x 0.34 x 9 inches,9.9 ounces,English,"Independently published (October 10, 2022)",Independently published,"October 10, 2022",979-8357294340
"Excel: The Most Comprehensive Guide to Learn All Formulas and Functions in Just 1 WEEK with Step-by-Step Explanations, Practical Examples, & Picture Demonstrations.",Kevin Cooper,19.97,168,4.9,81,97%,3%,0%,0%,0%,8.5 x 0.38 x 11 inches,1.11 pounds,English,"Independently published (December 3, 2022)",Independently published,"December 3, 2022",979-8366746908
"The Decision Maker's Handbook to Data Science: A Guide for Non-Technical Executives, Managers, and Founders",Stylianos Kampakis,18.04,164,4.6,6,79%,21%,0%,0%,0%,6.1 x 0.37 x 9.25 inches,1 pounds,English,"Apress; 2nd ed. edition (November 27, 2019)",Apress; 2nd ed. edition,"November 27, 2019",978-1484254936
The Analysis of Biological Data,"Michael C. Whitlock, Dolph Schluter",146.12,848,4.3,80,76%,6%,3%,4%,11%,7.73 x 1.24 x 9.04 inches,2.87 pounds,English,"W. H. Freeman; Third edition (January 6, 2020)",W. H. Freeman; Third edition,"January 6, 2020",978-1319226237
Python for Data Science For Dummies,"John Paul Mueller, Luca Massaron",19.89,496,4.4,194,62%,22%,9%,3%,3%,7.4 x 1.2 x 9.2 inches,2.01 pounds,English,"For Dummies; 2nd edition (February 27, 2019)",For Dummies; 2nd edition,"February 27, 2019",978-1119547624
Blueprints for Text Analytics Using Python: Machine Learning-Based Solutions for Common Real World (NLP) Applications,"Jens Albrecht, Sidharth Ramachandran, Christian Winkler",48.99,422,4.8,36,82%,18%,0%,0%,0%,7 x 0.75 x 9.25 inches,1.5 pounds,English,"O'Reilly Media; 1st edition (December 29, 2020)",O'Reilly Media; 1st edition,"December 29, 2020",978-1492074083
Data Analysis in Qualitative Research: Theorizing with Abductive Analysis,"Stefan Timmermans, Iddo Tavory",28.1,208,4.4,3,36%,64%,0%,0%,0%,6 x 0.6 x 9 inches,9.6 ounces,English,"University of Chicago Press; First edition (June 6, 2022)",University of Chicago Press; First edition,"June 6, 2022",978-0226817736
Statistics and Data Analysis Literacy for Nurses,"James B. Schreiber PhD, Melanie Turk PhD MSN RN",99.81,360,5,1,100%,0%,0%,0%,0%,7.25 x 0.75 x 10.25 inches,1.33 pounds,English,"Springer Publishing Company; 1st edition (November 21, 2022)",Springer Publishing Company; 1st edition,"November 21, 2022",978-0826165817
The Data Governance Guidebook and Playbook: By a Practitioner for Practitioners,Kimberly Wienzierl,29.95,118,4.3,18,57%,23%,12%,7%,0%,6 x 0.27 x 9 inches,6.1 ounces,English,"Technics Publications; First edition (October 10, 2021)",Technics Publications; First edition,"October 10, 2021",978-1634629621
Qualitative Data Analysis: Practical Strategies,Pat Bazeley,54.08,584,4.5,9,61%,24%,15%,0%,0%,7.32 x 1.32 x 9.13 inches,2.29 pounds,English,"SAGE Publications Ltd; Second edition (December 15, 2020)",SAGE Publications Ltd; Second edition,"December 15, 2020",978-1526404763
Big Data in Practice: How 45 Successful Companies Used Big Data Analytics to Deliver Extraordinary Results,Bernard Marr,35.71,320,4,127,56%,13%,13%,10%,8%,5.9 x 1.3 x 8.6 inches,1.02 pounds,English,"Wiley; 1st edition (May 2, 2016)",Wiley; 1st edition,"May 2, 2016",978-1119231387
"Learning SQL: The Complete and Comprehensive Introduction to Creating, Managing and Analyzing Databases and Manipulating The Data Using SQL for Beginners",Chad Knowles,14.97,146,4.9,161,93%,6%,1%,0%,0%,6 x 0.33 x 9 inches,9.8 ounces,English,"Independently published (October 23, 2022)",Independently published,"October 23, 2022",979-8359741125
"Data Analytics for Absolute Beginners: A Deconstructed Guide to Data Literacy: (Introduction to Data, Data Visualization, Business Intelligence & ... Science, Python & Statistics for Beginners)",Oliver Theobald,14.8,155,4.4,334,67%,18%,9%,2%,3%,6 x 0.39 x 9 inches,8.3 ounces,English,"Independently published (July 21, 2019)",Independently published,"July 21, 2019",978-1081762469
Learning R: A Step-by-Step Function Guide to Data Analysis,Richard Cotton,40.99,396,4.4,162,65%,23%,6%,2%,4%,7 x 0.82 x 9.19 inches,1.43 pounds,English,"O'Reilly Media; 1st edition (October 22, 2013)",O'Reilly Media; 1st edition,"October 22, 2013",978-1449357108
"An Introduction to Data Analysis: Quantitative, Qualitative and Mixed Methods",Tiffany Bergin,48.25,296,4.6,46,70%,22%,8%,0%,0%,6.69 x 0.67 x 9.53 inches,1.15 pounds,English,"SAGE Publications Ltd; 1st edition (November 28, 2018)",SAGE Publications Ltd; 1st edition,"November 28, 2018",978-1446295151
Data Mesh: Delivering Data-Driven Value at Scale,Zhamak Dehghani,56.87,384,4.5,138,72%,14%,8%,6%,0%,6.75 x 1 x 9 inches,1.35 pounds,English,"O'Reilly Media; 1st edition (April 12, 2022)",O'Reilly Media; 1st edition,"April 12, 2022",978-1492092391
Quantitative Portfolio Management: The Art and Science of Statistical Arbitrage,Michael Isichenko,42.07,304,4.1,40,63%,10%,12%,6%,9%,6.2 x 0.9 x 9.1 inches,1.37 pounds,English,"Wiley; 1st edition (August 31, 2021)",Wiley; 1st edition,"August 31, 2021",978-1119821328
Data Governance For Dummies (For Dummies (Computer/tech)),Jonathan Reichental,34.99,288,4.4,35,72%,10%,7%,7%,4%,7.4 x 0.7 x 9.2 inches,13.6 ounces,English,"For Dummies; 1st edition (December 8, 2022)",For Dummies; 1st edition,"December 8, 2022",978-1119906773
"The Esri Guide to GIS Analysis, Volume 2: Spatial Measurements and Statistics","Andy Mitchell, Lauren Scott Griffin",32.99,288,4.7,19,80%,13%,7%,0%,0%,7.5 x 0.65 x 9.25 inches,1.45 pounds,English,"Esri Press; Second edition (January 5, 2021)",Esri Press; Second edition,"January 5, 2021",978-1589486089
Regression Analysis: An Intuitive Guide for Using and Interpreting Linear Models,Jim Frost,24.99,355,4.5,140,75%,13%,6%,4%,2%,6 x 0.8 x 9 inches,1.05 pounds,English,"Statistics By Jim Publishing (October 16, 2020)",Statistics By Jim Publishing,"October 16, 2020",978-1735431185
Business Analytics: Data Analysis & Decision Making (MindTap Course List),"S. Christian Albright, Wayne L. Winston",125.49,984,4.5,95,75%,12%,7%,4%,3%,8.75 x 1.5 x 11 inches,3.53 ounces,English,"Cengage Learning; 7th edition (April 2, 2019)",Cengage Learning; 7th edition,"April 2, 2019",978-0357109953
The Kaggle Book: Data analysis and machine learning for competitive data science,"Konrad Banachewicz, Luca Massaron, Anthony Goldbloom",46.99,534,4.4,87,75%,9%,6%,6%,4%,7.5 x 1.21 x 9.25 inches,2 pounds,English,"Packt Publishing (April 22, 2022)",Packt Publishing,"April 22, 2022",978-1801817479
"Bayesian Statistics the Fun Way: Understanding Statistics and Probability with Star Wars, LEGO, and Rubber Ducks",Will Kurt,33.49,256,4.6,486,75%,17%,4%,2%,1%,7 x 0.66 x 9.25 inches,1.1 pounds,English,"No Starch Press; Illustrated edition (July 9, 2019)",No Starch Press; Illustrated edition,"July 9, 2019",978-1593279561
Statistics and Data Analysis for Nursing Research,Denise Polit,125.6,456,4.3,242,67%,13%,9%,5%,6%,8 x 0.9 x 9.95 inches,1.5 pounds,English,"Pearson; 2nd edition (August 5, 2009)",Pearson; 2nd edition,"August 5, 2009",978-0135085073
Behavioral Data Analysis with R and Python: Customer-Driven Data for Real Business Results,Florent Buisson,37.74,360,4.3,16,60%,22%,9%,9%,0%,7 x 0.75 x 9.19 inches,1.26 pounds,English,"O'Reilly Media; 1st edition (July 6, 2021)",O'Reilly Media; 1st edition,"July 6, 2021",978-1492061373
"Hands-On Data Analysis with Pandas: A Python data science handbook for data collection, wrangling, analysis, and visualization, 2nd Edition","Stefanie Molin, Ken Jee",35.67,788,4.3,70,66%,19%,5%,3%,7%,7.5 x 1.78 x 9.25 inches,2.93 pounds,English,"Packt Publishing; 2nd ed. edition (April 29, 2021)",Packt Publishing; 2nd ed. edition,"April 29, 2021",978-1800563452
Data Visualization with Excel Dashboards and Reports,Dick Kusleika,22.99,352,4.4,87,61%,27%,4%,4%,4%,7.2 x 0.8 x 9 inches,1.27 pounds,English,"Wiley; 1st edition (January 29, 2021)",Wiley; 1st edition,"January 29, 2021",978-1119698722
Practical Statistics for Data Scientists: 50+ Essential Concepts Using R and Python,"Peter Bruce, Andrew Bruce, Peter Gedeck",31.9,368,4.6,736,77%,13%,6%,2%,2%,7 x 0.9 x 9.1 inches,1.3 pounds,English,"O'Reilly Media; 2nd edition (June 2, 2020)",O'Reilly Media; 2nd edition,"June 2, 2020",978-1492072942
"Data Analysis: A Model Comparison Approach To Regression, ANOVA, and Beyond, Third Edition","Charles M. Judd, Gary H. McClelland, Carey S. Ryan",68.62,366,4.4,30,74%,5%,11%,5%,5%,7 x 0.86 x 10 inches,1.47 pounds,English,"Routledge; 3rd edition (May 8, 2017)",Routledge; 3rd edition,"May 8, 2017",978-1138819832
Applied Survival Analysis: Regression Modeling of Time-to-Event Data,"Stanley Lemeshow, Susanne May, David W. Hosmer Jr.",112.03,416,4.3,32,67%,18%,3%,6%,7%,6.1 x 1.1 x 9.3 inches,1.63 pounds,English,"Wiley-Interscience; 2nd edition (March 7, 2008)",Wiley-Interscience; 2nd edition,"March 7, 2008",978-0471754992
Computational Topology for Data Analysis,"Tamal Krishna Dey, Yusu Wang",67.1,452,3.3,5,45%,0%,28%,0%,28%,6 x 1 x 9 inches,1.72 pounds,English,"Cambridge University Press; New edition (May 19, 2022)",Cambridge University Press; New edition,"May 19, 2022",978-1009098168
Equity Valuation and Analysis: 5th Edition,"Russell Lundholm, Richard Sloan",60,248,4.2,32,65%,19%,5%,11%,0%,6 x 0.56 x 9 inches,12 ounces,English,"Independently published (July 11, 2019)",Independently published,"July 11, 2019",978-1079983357
Julia for Data Analysis,Bogumil Kaminski,59.99,472,4.2,14,55%,32%,0%,0%,13%,7.38 x 0.81 x 9.25 inches,13.6 ounces,English,"Manning (January 10, 2023)",Manning,"January 10, 2023",978-1633439368
Python for Excel: A Modern Environment for Automation and Data Analysis,Felix Zumstein,32.99,335,4.6,205,73%,17%,4%,3%,2%,7 x 0.7 x 9.19 inches,1.19 pounds,English,"O'Reilly Media; 1st edition (April 13, 2021)",O'Reilly Media; 1st edition,"April 13, 2021",978-1492081005
Microsoft® Excel Data Analysis and Business Modeling,Wayne L. Winston,23.25,624,3.9,37,42%,24%,20%,5%,8%,7.38 x 1.5 x 9 inches,11.2 ounces,English,"Microsoft Press; PAP/CDR edition (February 25, 2004)",Microsoft Press; PAP/CDR edition,"February 25, 2004",978-0735619012
"High-Dimensional Data Analysis with Low-Dimensional Models: Principles, Computation, and Applications","John Wright, Yi Ma",79.99,650,4.8,15,84%,16%,0%,0%,0%,6.75 x 1.5 x 9.75 inches,3.15 pounds,English,"Cambridge University Press; New edition (April 7, 2022)",Cambridge University Press; New edition,"April 7, 2022",978-1108489737
Data Structures & Algorithms in Python (Developer's Library),"John Canning, Alan Broder, Robert Lafore",69.99,928,5,3,100%,0%,0%,0%,0%,7 x 1.21 x 9.13 inches,2.93 pounds,English,"Addison-Wesley Professional; 1st edition (October 14, 2022)",Addison-Wesley Professional; 1st edition,"October 14, 2022",978-0134855684
Mathematical Statistics and Data Analysis,Rice,25.85,684,4.2,76,62%,13%,13%,4%,9%,7.99 x 10 x 1.85 inches,1.89 pounds,English,"Cengage Learning; 3rd edition (November 21, 2013)",Cengage Learning; 3rd edition,"November 21, 2013",978-8131519547
Hypothesis Testing: An Intuitive Guide for Making Data Driven Decisions,Jim Frost,23.74,381,4.5,112,77%,13%,3%,2%,5%,6 x 0.86 x 9 inches,1.12 pounds,English,"Statistics By Jim Publishing (September 14, 2020)",Statistics By Jim Publishing,"September 14, 2020",978-1735431154
"R for Data Science: Import, Tidy, Transform, Visualize, and Model Data","Garrett Grolemund, Hadley Wickham",42.49,518,4.7,"1,426",81%,12%,4%,1%,2%,6 x 1.05 x 9 inches,1.64 pounds,English,"O'Reilly Media; 1st edition (January 31, 2017)",O'Reilly Media; 1st edition,"January 31, 2017",978-1491910399
Practical Time Series Analysis: Prediction with Statistics and Machine Learning,Aileen Nielsen,51.99,504,4.1,125,57%,18%,10%,8%,8%,7 x 1 x 9.25 inches,1.7 pounds,English,"O'Reilly Media; 1st edition (November 5, 2019)",O'Reilly Media; 1st edition,"November 5, 2019",978-1492041658
Time Series Forecasting in Python,Marco Peixeiro,59.99,456,4.5,2,51%,49%,0%,0%,0%,7.38 x 1.2 x 9.25 inches,11.02 pounds,English,"Manning (October 4, 2022)",Manning,"October 4, 2022",978-1617299889
"Ace the Data Science Interview: 201 Real Interview Questions Asked By FAANG, Tech Startups, & Wall Street","Nick Singh, Kevin Huo",38.39,301,4.5,695,76%,12%,5%,3%,4%,7 x 0.68 x 10 inches,1.28 pounds,English,"Ace the Data Science Interview (August 16, 2021)",Ace the Data Science Interview,"August 16, 2021",978-0578973838
Storytelling with Data: Let's Practice!,Cole Nussbaumer Knaflic,24.49,448,4.7,580,79%,13%,5%,1%,1%,7.9 x 0.9 x 9.8 inches,2.27 pounds,English,"Wiley; 1st edition (October 22, 2019)",Wiley; 1st edition,"October 22, 2019",978-1119621492
Thinking Clearly with Data: A Guide to Quantitative Reasoning and Analysis,"Ethan Bueno de Mesquita, Anthony Fowler",28.49,400,4.3,39,74%,6%,7%,5%,8%,7 x 1 x 9.75 inches,1.55 pounds,English,"Princeton University Press (November 16, 2021)",Princeton University Press,"November 16, 2021",978-0691214351
Storytelling with Data: A Data Visualization Guide for Business Professionals,Cole Nussbaumer Knaflic,35.17,288,4.6,"3,493",76%,15%,6%,1%,2%,7.3 x 0.6 x 9.2 inches,1.46 pounds,English,"Wiley; 1st edition (November 2, 2015)",Wiley; 1st edition,"November 2, 2015",978-1119002253
"Essential Math for Data Science: Take Control of Your Data with Fundamental Linear Algebra, Probability, and Statistics",Thomas Nield,43.49,347,4.5,57,76%,9%,10%,2%,3%,7 x 0.75 x 9 inches,1.23 pounds,English,"O'Reilly Media; 1st edition (July 5, 2022)",O'Reilly Media; 1st edition,"July 5, 2022",978-1098102937
Introduction to Statistics: An Intuitive Guide for Analyzing Data and Unlocking Discoveries,Jim Frost,17.99,255,4.5,217,72%,15%,6%,2%,5%,6 x 0.58 x 9 inches,12.2 ounces,English,"Statistics By Jim Publishing (August 13, 2020)",Statistics By Jim Publishing,"August 13, 2020",978-1735431109
Data Analysis with Python and PySpark,Jonathan Rioux,48.49,456,4.8,8,82%,18%,0%,0%,0%,7.38 x 1 x 9.25 inches,1.81 pounds,English,"Manning (March 22, 2022)",Manning,"March 22, 2022",978-1617297205
SQL for Data Scientists: A Beginner's Guide for Building Datasets for Analysis,Renee M. P. Teate,32.49,288,4.6,60,72%,22%,4%,2%,0%,7.38 x 0.65 x 9.25 inches,1.06 pounds,English,"Wiley; 1st edition (August 27, 2021)",Wiley; 1st edition,"August 27, 2021",978-1119669364
Statistics and Data Analysis: From Elementary to Intermediate,"Ajit Tamhane, Dorothy Dunlop",146.65,736,4.4,31,69%,13%,7%,4%,6%,7 x 1.5 x 9.2 inches,2.77 pounds,English,"Pearson; 1st edition (October 18, 1999)",Pearson; 1st edition,"October 18, 1999",978-0137444267
The Art of Data Analysis: Non-Technical Skills for Data Analysts,Alberto Scappini,15.05,305,4.1,25,55%,17%,13%,9%,6%,6 x 0.69 x 9 inches,14.6 ounces,English,"Independently published (August 17, 2020)",Independently published,"August 17, 2020",978-1702688529
Microsoft Excel 2019 Data Analysis and Business Modeling (Business Skills),Wayne Winston,35.35,880,4.6,483,73%,15%,8%,2%,2%,7.4 x 1.9 x 9.1 inches,2.95 pounds,English,"Microsoft Press; 6th edition (April 15, 2019)",Microsoft Press; 6th edition,"April 15, 2019",978-1509305889
"Introduction to Error Analysis: The Science of Measurements, Uncertainties, and Data Analysis",Jack Merrin,19.99,112,4.6,13,79%,16%,6%,0%,0%,8.5 x 0.24 x 11.02 inches,9.9 ounces,English,"CreateSpace Independent Publishing Platform; 1st edition (August 29, 2017)",CreateSpace Independent Publishing Platform; 1st edition,"August 29, 2017",978-1975906658
"R Cookbook: Proven Recipes for Data Analysis, Statistics, and Graphics","JD Long, Paul Teetor",69.99,600,4.6,107,72%,16%,8%,4%,0%,7 x 1.21 x 9.19 inches,2.08 pounds,English,"O'Reilly Media; 2nd edition (July 16, 2019)",O'Reilly Media; 2nd edition,"July 16, 2019",978-1492040682
"Python for Geospatial Data Analysis: Theory, Tools, and Practice for Location Intelligence",Bonny McClain,59.05,279,3,1,100%,0%,0%,0%,0%,6.75 x 1 x 9 inches,1.34 pounds,English,"O'Reilly Media; 1st edition (November 29, 2022)",O'Reilly Media; 1st edition,"November 29, 2022",978-1098104795
Data Analysis Using SQL and Excel,Gordon S. Linoff,35.05,800,4.4,96,63%,24%,11%,3%,0%,7.38 x 1.81 x 9.25 inches,2.81 pounds,English,"Wiley; 2nd edition (December 14, 2015)",Wiley; 2nd edition,"December 14, 2015",978-1119021438
